Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"17/06/2019","10 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€357,145.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","10 WILLINGTON GROVE, TEMPLEOGUE, DUBLIN 6W","","Dublin","€412,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","104 TYRCONNELL ROAD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","11 Stone Masons Court, Fortunestown Lane, City West","","Dublin","€357,145.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","11 THE PINES, FRENCH PARK, TYRELLSTOWN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","12 Cnoc Dubh Lawn, Ballyboughal","","Dublin","€524,229.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","12 Stone Masons Court, Fortunestown Lane, City West","","Dublin","€351,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","13 GOLDSTONE COURT, CLOGHER RD, DUBLIN 12","Dublin 12","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","13 MARETIMO HOUSE, MARETIMO GARDENS EAST, BLACKROCK","","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","14 Beechwood, Kinsealy Woods, Chapel Road  Kinsealy","","Dublin","€411,233.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","14 CRAIGFORD AVE, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€427,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","15 BEECHWALK, SCHOLARSTOWN RD, RATHFARNHAM DUBLIN 14","Dublin 16","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","15 CHARLEVILLE MALL, NORTH STRAND, DUBLIN 1","Dublin 1","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","15 PORTSIDE COURT, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€302,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","157 EMMET RD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","158 BALLINCLEA HEIGHTS, KILLINEY, DUBLIN","","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","16 BERYSTEDE, LEESON PARK, RANELAGH","Dublin 6","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","169 WINDMILL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","17 ARDAGH PARK, BLACKROCK, CO DUBLIN","","Dublin","€618,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","19 THE WAY, SKERRIES ROCK, DUBLIN","","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","2 RAMLEH PARK, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","€775,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","2 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€383,145.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","20 THE GROVE, GRANGE MANOR, LUCAN","","Dublin","€353,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","21 CILL EANNA, RAHENY, DUBLIN 5","Dublin 5","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","21 GLASNEVIN AVENUE, DUBLIN 11","Dublin 11","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","21 Shackleton Square, Shackleton Park, Lucan","","Dublin","€356,828.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","22 Ely Square, Nutgrove Avenue, Rathfarnham","Dublin 14","Dublin","€590,308.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","23 STRADBROOK LAWN, BLACKROCK, DUBLIN","","Dublin","€985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","24 NEWBROOK RD, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","3 BROADFIELD CLOSE, BROADFIELD MANOR, RATHCOOLE","Dublin 24","Dublin","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","3 ROCKVILLE CRESCENT, BLACKROCK, DUBLIN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","3 Rockville Woods, Rockville, Glenamuck Road","","Dublin","€458,150.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","3 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€388,145.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","3 Terenure Gate, Terenure Road West, Dublin","Dublin 6w","Dublin","€722,466.96","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","31 EARLSFORT MEADOWS, LUCAN, DUBLIN","","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","319 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11","Dublin 11","Dublin","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","32 COLLEGE PARK WAY, DUNDRUM DUBLIN 16, DUBLIN","Dublin 16","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","353 BLACKHOUSE AVE, PHOENIX PARK, DUBLIN 7","Dublin 7","Dublin","€2,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","39 BANGOR RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","4 MUCKROSS PARK, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","€416,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","4 SEAGRAVE, THE LINKS, PORTMARNOCK","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","4 Stone masons Court, Fortunestown lane, Citywest","","Dublin","€308,602.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","47 Shackleton Drive, Shackleton Park, Lucan","","Dublin","€374,449.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","48 CLOONMORE AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","48 STRATTON WALK, ADAMSTOWN SQUARE, ADAMSTOWN","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","49 FAIRWAYS, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€618,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","5 Cnoc Dubh Lawn, Ballyboughal, Co Dublin","","Dublin","€462,555.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","5 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€351,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","5 WAINSFORT MANOR GREEN, WAINSFORT RD, TERENURE DUBLIN 6W","","Dublin","€637,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","50 ST MARGARETS RD, HAMPTON WOOD, FINGLAS DUBLIN 11","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","537 CARNLOUGH RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€350,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","55 LLEWELLYN WAY, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","58 SOUTH PARK, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","5A Ballycullen Green, Oldcourt Road, Ballycullen","","Dublin","€347,449.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","6 Muilleann Mews, Kettle's Lane, Kinsealy","","Dublin","€349,998.81","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","6 OLD COACH RD, BALROTHERY, BALBRIGGAN","","Dublin","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","6 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€351,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","64 KNOCKNAREA AVE, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€323,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","67  SEABROOK, BROOK LANE, RUSH","","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","7 MOUNTJOY SQUARE, DUBLIN 1","Dublin 1","Dublin","€302,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","7 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€351,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","71 THE TALLOW, THE VILLAGE, RATHBORNE DUBLIN 15","Dublin 15","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","72 GALTYMORE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","78 HILLCREST PARK, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","8 OSTMAN PLACE, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","8 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€393,145.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","84 GLENCLOY RD, LARKHILL, WHITEHALL","Dublin 9","Dublin","€297,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","88 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN","","Dublin","€281,938.32","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","9 BARRY DR, FINGLAS, DUBLIN","Dublin 11","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","9 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€351,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","99 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","APT 107, GERALDSTOWN WOODS, SANTRY AVE DUBLIN 9","Dublin 9","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","APT 1, 39/40 UPPER DORSET STREET, DUBLIN 1","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","APT 46, HANOVER DOCK, HANOVER QUAY DUBLIN 2","Dublin 2","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","DRYNAN LODGE, 52 OLD CARRICKBRACK ROAD, HOWTH","","Dublin","€1,825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","THE MEWS, 6 SHERRARD ST UPPER, DUBLIN 1","","Dublin","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","1 ALLEN PK RD, LOWER KILMACUD RD, STILLORGAN","","Dublin","€535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","1 THE COURTYARD, ROBSWALL, MALAHIDE","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","10 Dodderbrook Glade, Old Court Road, Ballycullen","Dublin 24","Dublin","€361,233.48","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","11 CASTLELAND PARK CLOSE, BALBRIGGAN","","Dublin","€246,696.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","115 BRIDGEWATER QUAY, ISLANDBRIDGE, DUBLIN 8","Dublin 8","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","12 Rathmill Meadows, Rathmill Manor, Rathcoole","","Dublin","€425,000.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","13 Beechwood, Kinsealy Woods, Chapel Road","","Dublin","€405,286.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","13 ONEACHTAIN RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","14 KITTIWAKE, BARRNAGERRAGH COVE, SKERRIES","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","15 CASTLEHEATH, SWORDS RD, MALAHIDE","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","19 LEONARDS COURT, CLONBRASSIL STREET, DUBLIN 8","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","2 gandon Lane, Chapel Road, Kinsealy","","Dublin","€383,260.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","20 Fairhaven Close, Castleknock Road, Castleknock","","Dublin","€586,365.63","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","204 THE CRESCENT, PARKWEST, DUBLIN 12","Dublin 15","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","21 Templeville Park, Templeogue","Dublin 6w","Dublin","€684,581.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","23 CLONLIFFE AVE, CLONLIFFE RD, DUBLIN 3","Dublin 3","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","23 THE STEEPLES, ST LAURENCES RD, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","25 Ardsolus, Old NaasRoad, Brownsbarn","","Dublin","€356,828.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","271 RICHMOND ROAD, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","30 MARLFIELD TERRACE, KILTIPPER, DUBLIN 24","Dublin 24","Dublin","€187,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","33 BALFE RD, WALKINSTOWN, DUBLIN","Dublin 12","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","37 MOUNTAIN VIEW RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€1,850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","38 ST CANICES COURT, FINGLAS DUBLIN, DUBLIN 11","Dublin 11","Dublin","€176,450.56","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","385B CASEMENT ROAD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","39 DRURY MILLS, SAGGART, CO. DUBLIN","","Dublin","€377,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","39 MEADOWMOUNT, DUNDRUM, DUBLIN 14","Dublin 16","Dublin","€896,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 CASEMENT GROVE, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€107,401.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 SYNGE STREET, APT 1, DUBLIN","","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 SYNGE STREET, APT 2, DUBLIN 8","","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 SYNGE STREET, APT 3, DUBLIN 8","","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 SYNGE STREET, APT 4, DUBLIN 8","","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","40 SYNGE STREET, APT 5, DUBLIN 8","","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","47 Longview Mews, Millers Glen, Swords","","Dublin","€396,475.76","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","47 SANDYHILL GARDENS, BALLYMUN, DUBLIN 11","Dublin 11","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","488 MOURNE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€187,700.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","5 CORKE ABBEY AVE, BRAY, WICKLOW","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","6 GLEN ELLEN DR, SWORDS, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","6 THE OLD SCHOOLHOUSE, PORTRANE, DONABATE","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","6 Whitton Avenue, Clondalkin","","Dublin","€380,000.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","63 DONABATE VILLAGE, DONABATE, DUBLIN","","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","68 MCKEE PARK, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","€315,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","7 RICHVIEW VILLAS, CLONSKEAGH RD, DUBLIN 14","Dublin 14","Dublin","€885,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","79 RATHGAR RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€1,610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","8 Belarmine Grove, Belarmine Woods","Dublin 18","Dublin","€555,067.00","No","Yes","New Dwelling house /Apartment",""
"18/06/2019","8 SWEETMOUNT DR, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","87 MERCHAMP, SEAFIELD RD, CLONTARF DUBLIN 3","Dublin 3","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","9 FAIRVIEW AVENUE, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","97 MELLOWS ROAD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","APT 2 PARLIAMENT BUILDING, 1 6 CORK HILL, TEMPLE BAR DUBLIN 2","Dublin 2","Dublin","€320,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","APT 34 THE VIEW, CARRICKMINES MANOR, CARRICKMINES DUBLIN 18","Dublin 18","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","APT 80 RATH GEAL, DEANSRATH, ST CUTHBERTS RD DUBLIN 22","Dublin 22","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","FLAT 1, 28 CASTLEWOOD AVE, RATHMINES","Dublin 6","Dublin","€1,295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","HAZELHATCH RD, NEWCASTLE, CO DUBLIN","Dublin 22","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","LISIEUX HALL, MURPHYSTOWN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","PARSLICKSTOWN COTTAGE, MULHUDDART, DUBLIN CITY","Dublin 15","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2019","SAN GUIDA, NEW RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","10 Carriag Bui, Johnstown Road, Cabinteely","Dublin 18","Dublin","€656,387.66","No","Yes","New Dwelling house /Apartment",""
"19/06/2019","10 GRAND CANAL COURT, RIALTO, DUBLIN 8","Dublin 8","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","10 Wilkins Court, Limekiln Lane, Dublin 12","","Dublin","€400,000.00","No","Yes","New Dwelling house /Apartment",""
"19/06/2019","111 BOW BRIDGE PLACE, IRWIN ST, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","111 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8","Dublin 8","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","11B Greenfield Road, Sutton","Dublin 13","Dublin","€1,101,322.00","No","Yes","New Dwelling house /Apartment",""
"19/06/2019","121 PHIBSBOROUGH RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","124 KILLESTER PARK, DUBLIN 5, DUBLIN","Dublin 5","Dublin","€446,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","133 KILTIPPER GATE, KILTIPPER RD, DUBLIN 24","Dublin 24","Dublin","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","15 CORRIB RD, TERENURE, DUBLIN 6W","","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2019","152 THE MEADOWS EAST, BELGARD HEIGHTS, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€427,553.45","No","No","Second-Hand Dwelling house /Apartment",""
