Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"29/03/2019","35 ENNAFORT PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","35 MOOREHAMPTON ROAD, DONNYBROOK, DUBLIN 4","","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","36 CLONTARF PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€502,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","36 HOLYWELL PARK, FELTRIM RD, SWORDS","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","36 Newcastle Lyons, Newcastle","","Dublin","€355,000.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","37 ANNAMOE RD, CABRA, DUBLIN CITY","Dublin 7","Dublin","€612,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","38 AILESBURY MEWS, AILESBURY, DUBLIN 4","Dublin 4","Dublin","€438,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","38 Newcastle Lyons, Newcastle","","Dublin","€355,000.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","4 Canal Meadows, Bluebell, Inchicore","Dublin 12","Dublin","€380,000.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","4 LARKFIELD CLOSE, LEOPARDSTOWN","Dublin 18","Dublin","€462,555.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","4 The Ropery, South Lotts Road, Dublin 4","","Dublin","€746,255.50","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","41 BLARNEY PARK, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","41 CAIRN HILL, WESTMINSTER RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","41 LUCAN HEIGHTS, LUCAN, DUBLIN","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","42 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","47 DRYNAM AVENUE, KETTLES LANE, KINSEALY","","Dublin","€385,000.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","49 COMPASS COURT SOUTH, ROYAL CANAL PARK, DUBLIN 15","Dublin 15","Dublin","€242,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","49 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8","Dublin 8","Dublin","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","51 BANNOW ROAD, CABRA, DUBLIN 7","","Dublin","€317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","51 WHITECHURCH WAY, BALLYBODEN, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","56 TORY SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","6 Kenler, Bearna Road, Sandyford","","Dublin","€524,229.07","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","60B Ballintyre Meadows, Ballinteer, Dublin 16","Dublin 16","Dublin","€696,000.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","65 KILWORTH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","65 THE GATEWAY, BALLYMUN, DUBLIN 9","","Dublin","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","66 THE COURTYARD, CLONSILLA RD, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","67 EARLSFORT RD LUCAN, DUBLIN","","Dublin","€311,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","69 Ardilaun Court, Sybil Hill Road, Raheny","Dublin 5","Dublin","€638,766.51","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","7 Shackleton Wood, Shackleton Park, Lucan","","Dublin","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","7 THE DRIVE PHEASANT RUN, CLONEE DUBLIN 15, DUBLIN","Dublin 15","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","70 RATHBORNE COURT, ASHTOWN, DUBLIN 15","Dublin 15","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","74 ARDLEA RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","75 THE HOLLY, ROCKFIELD DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","8 MONASTERY CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€228,493.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","8 Rathborne Walk, Royal Canal Park, Ratoath Road","","Dublin","€356,828.19","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","8 Shackleton Wood, Shackleton Park, Lucan","","Dublin","€313,128.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","8 Somerton Way, Newcastle Road, Lucan","","Dublin","€440,528.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","8 The View, Citywest Village, Citywest","Dublin 24","Dublin","€342,500.00","No","Yes","New Dwelling house /Apartment",""
"29/03/2019","9 NEW SESKIN COURT, WHITESTOWN RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","9 RIDGEWOOD GROVE, SWORDS, DUBLIN","","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","90 COIS INBHIR, BEAVERSTOWN RD, DONABATE","","Dublin","€252,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","94 THE FORUM, BALLYMOSS RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 1  1A  2  2A  3  3A & 4-7, 51/52 CAPEL STREET, DUBLIN 1","","Dublin","€2,128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 10 LEVMOSS HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18","Dublin 18","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 2 BLOCK 4, WATERMILL BETTYGLEN, RAHENY","","Dublin","€341,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 22 EDWARD LANE, BLOOMFIELD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€562,790.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 22 LIBERTY COURT, LOWER CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin","€265,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 29 HENRIETTA HALL, 43 5 BOLTON ST, DUBLIN 13","Dublin 1","Dublin","€266,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT 9, THE WATERMILL, BETTYGLEN DUBLIN 5","Dublin 5","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT B, 87 LOWER BAGGOT ST, DUBLIN 2","Dublin 2","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","APT. 9, PHOENIX COURT, INFIRMARY ROAD","","Dublin","€230,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/03/2019","WOODLANDS, 78 DUBLIN ROAD, SUTTON","Dublin 13","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2019","9 ARDEE COURT, CORK ST, DUBLIN 8","Dublin 8","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","1 BELMONT HALL, GARDINER ST MIDDLE, DUBLIN 1","Dublin 1","Dublin","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","1 CARRAIG COURT, MAIN ST, BLACKROCK","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","10F GLIN PARK, COOLOCK, DUBLIN 17","Dublin 17","Dublin","€190,025.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","12 Somerton Lawns, Newcastle Road, Lucan","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","13 KELLS ROAD, DUBLIN 12","Dublin 12","Dublin","€260,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","13 KELLS ROAD, DUBLIN 12","Dublin 12","Dublin","€260,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","13 The Dale, Citywest Village, Citywest","Dublin 24","Dublin","€305,309.75","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","14 CREMORE VILLAS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","143 CLIFDEN COURT APTS, ELLIS QUAY, DUBLIN 7","Dublin 7","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","15 PALMERSTON RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€2,290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","15 ST PATRICKS TCE, RUSSELL ST, C RD DUBLIN 1","Dublin 1","Dublin","€302,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","16 Diswellstown Drive, Castleknock","Dublin 15","Dublin","€506,607.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","17 LARKFIELD PARK, HAROLDS CROSS, DUBLIN 6W","","Dublin","€614,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","174 GLENVARA PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","18 OLDBRIDGE PARK, LUCAN, DUBLIN","","Dublin","€268,918.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","18 The Dale, Citywest Village, Citywest","","Dublin","€374,449.33","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","2 MAPLE LODGE, FARMLEIGH WOODS, CASTLEKNOCK","","Dublin","€587,353.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","20 SHANLISS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","21 LANESBOROUGH VIEW, ST MARGARETS RD, DUBLIN 11","Dublin 11","Dublin","€212,553.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","21 MULVEY PARK, DUNDRUM, DUBLIN","Dublin 14","Dublin","€492,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","22 OAKDENE, BALLINCLEA RD, KILLINEY","","Dublin","€615,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","231 PALMERSTOWN WOODS, DUBLIN 22, DUBLIN","Dublin 22","Dublin","€278,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","24 PRIORSGATE, BLOCK 1, GREENHILLS RD","Dublin 24","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","245 PARKLANDS, NORTHWOOD AVE, SANTRY DUBLIN 9","Dublin 9","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","25 RADCLIFFE HALL, ST JOHNS RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","€628,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","26 CREMORE DR, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","26 LIFFEY GROVE, LUCAN, DUBLIN","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","26 Temple Woods, Greenhills Road","Dublin 24","Dublin","€334,801.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","27 COULTRY CLOSE, BALLYMUN DUBLIN 9, DUBLIN","Dublin 9","Dublin","€219,047.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","28 PARKLANDS COURT, BALLYCULLEN, DUBLIN","Dublin 24","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","3 Castlechurch Close, Newcastle","","Dublin","€355,000.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","31 CASTLELAND COURT, BALBRIGGAN, DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","32 MOORETOWN AVE, SWORDS, DUBLIN","","Dublin","€220,529.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","32 THE AVENUE, ORLYNN PARK, LUSK","","Dublin","€221,064.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","33 BREMORE COURT, BALBRIGGAN, DUBLIN","","Dublin","€162,067.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","35 GLIN DRIVE, COOLOCK, DUBLIN 17","Dublin 17","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","37 OLD COURT MANOR, OLD COURT RD, DUBLIN 24","Dublin 24","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","38 NORSEMAN COURT, MANOR ST, DUBLIN 7","Dublin 7","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","4 SUSSEX TERRACE, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€387,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","4 VILLA BLANCHARD, MAIN ST, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","40 GLENVILLE DR, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","42 BELARMINE VALE, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","46 ADDISON AVE, ADDISON PARK, GLASNEVIN DUBLIN 11","Dublin 11","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","46 FORTLAWN DRIVE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€185,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","46 FORTLAWN DRIVE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€185,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","48  Ardsolus, Old Naas Road, Brownsbarn","","Dublin","€286,344.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","48 IVY COURT, BEAUMONT WOODS, DUBLIN 9","Dublin 9","Dublin","€261,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","49 KILLALA RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€266,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","53 KYLEMORE AVE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","56 BANCROFT AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","57 HUNTSTOWN RISE, MULHUDDART DUBLIN 15, DUBLIN","Dublin 15","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","58 SEAGRANGE RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","59 HUNTERSWALK, HUNTERSWOOD, BALLYCULLEN RD DUBLIN 24","Dublin 24","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","6 Shackleton Links, Shackleton Park, Lucan","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","66 BARCLAY COURT, BLACKROCK, DUBLIN","","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","66 OLD CABRA RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","7 CADDELL, THE LINKS, PORTMARNOCK","Dublin 13","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","7 Willow Glen, Glenamuck Road, Carrickmines","","Dublin","€506,607.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","73 CABRA PARK, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","8 PRINCETON, ARDILEA, DUBLIN 14","Dublin 14","Dublin","€1,010,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","81 BUTTERCUP AVE, DARNDALE, DUBLIN 17","Dublin 17","Dublin","€159,388.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","89 MERRION PARK, SOUTH HILL AVE, BLACKROCK","","Dublin","€473,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","9 SCRIBES COURT, LUSK VILLAGE, LUSK","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","9 THE PIDGEON HOUSE, THE GASWORKS, RINGSEND","","Dublin","€665,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","Aartment 3B The Gate, Robswall, Malahide","","Dublin","€370,044.00","No","Yes","New Dwelling house /Apartment",""
"01/04/2019","APARTMENT 5, 6 MOUNTJOY SQUARE, DUBLIN 1","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","APT 1, 29 GOLDSMITH ST, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","APT 1, 58 SOUTH RICHMOND ST, DUBLIN 2","Dublin 2","Dublin","€1,800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","APT 3, 10 NELSON ST, DUBLIN 7","Dublin 7","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","APT 5 PEMBROKE MANOR, 64 TO 66 PEMBROKE RD, DUBLIN 4","Dublin 4","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2019","ST ANNES UPPER, BOHERNABREENA, DUBLIN 24","Dublin 24","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","10 Larkfield Way, Clay Farm, leopardstown","","Dublin","€537,445.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","10 WARRENMOUNT PLACE, DUBLIN 8","Dublin 8","Dublin","€335,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","11 ASHFIELD CLOSE, BALBRIGGAN, DUBLIN","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","11 ORMOND LAWN, SWORDS MANOR, DUBLIN","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","116 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","12 Ardsolus, Old Naas Road, Brownsbarn","","Dublin","€303,964.75","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","12 HARLECH CRESCENT, ROEBUCK RD, DUNDRUM DUBLIN 14","Dublin 14","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","13 WESTBOURNE LODGE, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","137 RINGSEND PARK, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","14 SUMMERFIELD, IRISHTOWN RD, DUBLIN 4","Dublin 4","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","15 AN TEARMANN, RUSH, DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","15 GULISTAN COTTAGES, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","16 Taylor Hill View, Balbriggan","","Dublin","€268,800.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","17 ST PAPPIN RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","176 WYCKHAM POINT, BALLINTEER, DUBLIN","Dublin 16","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","18 Beresford Court, Donabate","","Dublin","€321,585.90","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","2 SUMMERFIELD RISE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","24 SEABURY MEADOWS, MALAHIDE, DUBLIN","","Dublin","€270,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","26 ST COLUMBANUS RD, WINDY ARBOUR, DUNDRUM DUBLIN 14","Dublin 14","Dublin","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","27 Rathborne Vale, Rathborne, Ashtown","","Dublin","€360,000.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","28 MERCHANTS SQ, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","28 VILLA PARK AVE, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€542,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","3 RAILWAY AVE, BALDOYLE RD, SUTTON DUBLIN 13","Dublin 13","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","3 SANDYFORD HALL CRESCENT, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€471,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","34 Barnwell Woods, Hansfield","Dublin 15","Dublin","€308,369.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","39 GANDON CLOSE, HAROLDS CROSS RD, HAROLDS CROSS DUBLIN 6W","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","39 PARRKER HOUSE, THE COAST, BALDOYLE DUBLIN 13","Dublin 13","Dublin","€145,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","4 CASTLEVIEW HEIGHTS, SWORDS, DUBLIN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","47 Adamstown Park, St. Helen's, Adamstown","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","47 WEST RD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","5 ALLENDALE PLACE, PHIBBLESTOWN, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","5 MONALOE CRESCENT, BLACKROCK, CO DUBLIN","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","5 The Ropery, South Lotts Road, Dublin4","Dublin 4","Dublin","€643,173.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","59 KIPPURE PARK, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","6 CASTLEGATE HEATH, ADAMSTOWN, LUCAN","","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","6 Greygates Hall, Roebuck, Mount Merrion","","Dublin","€533,039.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","6 Rathborne Walk, Royal Canal Park, Ratoath Road","Dublin 15","Dublin","€395,000.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","6 TIVOLI TERRACE EAST, DUN LAOGHAIRE, DUBLIN","","Dublin","€1,650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","60 BROOKVALE DOWNS, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","7 FERNLEIGH PLACE, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","7 LINENHALL TERRACE, COLERAINE ST, SMITHFIELD","Dublin 7","Dublin","€50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","7 PENROSE ST, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€544,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","70 GRAND CANAL WHARF, RINGSEND RD, DUBLIN 4","Dublin 4","Dublin","€231,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","71 RING ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","79 SUMMERHILL, DUBLIN 1, DUBLIN","Dublin 1","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","9 RANELAGH RD, DUBLIN 6, DUBLIN","Dublin 6","Dublin","€705,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","91 Ballygossan Pk, Golf Links Road, Skerries","","Dublin","€307,326.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","92 SUTTON PARK, DUBLIN 13, DUBLIN","Dublin 13","Dublin","€400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","APARTMENT 1, 30 NORTH BRUNSWICK STREET, LOWER GRANGEGORMAN","Dublin 7","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","APT 101, CUBES 1, BEACON SOUTH QUARTER DUBLIN 18","Dublin 18","Dublin","€329,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","APT 14 BLOCK D THE ATRIUM, THE STEELWORKS, FOLEY STREET","Dublin 1","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2019","No 7  Parkside Gardens, Parkside, Balgriffin","Dublin 13","Dublin","€400,881.00","No","Yes","New Dwelling house /Apartment",""
"02/04/2019","ROCKVILLE, BALLYBRACK RD, GLENCULLEN","Dublin 18","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
